nome;precoNormal;precoPromo;desc;categoria;img
VINHO TINTO PORTADA LOTE DFJ;46.9;46.9;Portada Lote DFJ Tinto é um vinho para o dia-a-dia. Meio encorpado, pouco álcool, cor rubi brilhante, com sabor de frutos vermelhos maduros. Macio, saboroso e fácil de beber, com um final elegante, intenso e agradável na degustação.;tinto;https://fibo.promokit.com.br/images/empresa/2e870de0-01a1-11ef-84a6-e9748bc24740.png
VINHO ESPORÃO ALICANTE BOUSCHET;376.9;376.9;Vinho Esporão Alicante Bouschet O Alicante Bouschet é uma casta tintureira de origem francesa, que confere ao vinho corpo, concentração e boa capacidade de evolução. Este vinho resulta da expressão da casta Alicante Bouschet em 3 origens distintas, num ano especialmente propicio ao bom desempenho desta variedade. A sub-região de Reguengos de Monsaraz contribuiu com a intensidade, textura e concentração e a sub-região de Portalegre promoveu a sua vitalidade.;tinto;https://fibo.promokit.com.br/images/empresa/0403eda0-04b6-11ef-a367-cdc92a7cba30.png
VINHO TINTO TRICOT 2016;331.9;331.9;Vinho Tricot Tinto 750MlVinho Tricot Tinto 750MlPortugalVinho Tricot PortugalCor vermelho rubi.O caráter das vinhas da Serra de São Mamede esta ́ bem presente neste vinho, aportando frescura e minimalidade.A Touriga Nacional também esta ́ bem presente, com o seu caráter inconfundível, resultando um vinho elegante, complexo e harmonioso.Tipo TintoClassificação SecoVolume 750mlTipo de Uva 50% vinha velha da Serra de Sa~o Mamede, com mistura de castas tradicionais e 50% Touriga NacionalOrigem PortugalRegião AlentejoSafra 2014Harmoniza com carnes e massasTeor Alcoólico 13,5%volume: 750 mlmarca: Esteban & Tavares Marca: Tricot;tinto;https://fibo.promokit.com.br/images/empresa/50c26090-0560-11ef-ae3e-8de98e554c2c.png
VINHO TINTO CROCHET DOURO 2021;399.9;399.9;O Crochet é um vinho feito a quatro mãos que traduz de forma fiel o espírito colossal e indomável do Douro. Um vinho feito por duas amigas, Susana Esteban e Sandra Tavares da Silva, enólogas que partilham não só uma relação de amizade profunda como uma paixão comum pelo vinho e uma sensibilidade e visões semelhantes do que o Douro pode ser e tem para oferecer. Duas enólogas que juntaram esforços para produzir este vinho duriense que reúne o sentir e a experiência comum de muitas vindimas juntas e separadas.;tinto;https://fibo.promokit.com.br/images/empresa/de959900-0560-11ef-9b77-e59595396da9.png
VINHO TINTO PINTAS DOURO;1023.9;1023.9;Este tinto estagiou por 20 meses em barricas de carvalho francês e tem uma produção anual próxima a 12 mil garrafas. Suas uvas são originárias de vinhas velhas com quase 90 anos de idade, nas quais dezenas de castas diferentes estão plantadas. Este vinho de cor granada intensa possui um aroma com muitas notas minerais, fruto bem maduro, leves sugestões florais e cacau, em um conjunto muito elegante. Na boca, apresenta bom corpo, fruto elegante, cheio de cremosidade e envolvência, com taninos muito finos. Seu final é longo, compacto e muito afinado.;tinto;https://fibo.promokit.com.br/images/empresa/048c75f0-0563-11ef-a651-9170c0586657.png
VINHO TINTO MARIANA;84.99;84.99;Fresco e frutado exemplar elaborado a partir de vinhas localizadas em Vidigueira, região do Alentejo, Mariana é um tinto com bastante fruta, agradável e fácil de apreciar. Seu nome se refere a lenda de Mariana Alcoforado, Freira que se apaixonou por um coronel do exército francês na invasão que o país lusitano sofreu. Mariana escreveu diversas cartas revelando seu sentimento para este militar. Até hoje, ?As Cartas de Mariana Alcoforado? são consideradas como uma das mais belas obras da literatura alentejana.;tinto;https://fibo.promokit.com.br/images/empresa/de8a0370-0564-11ef-b03a-e72574b32427.png
VINHO TINTO ALTANO DOURO;124.9;124.9;"Fantástico achado, o delicioso Altano foi indicado simplesmente como uma das melhores relações qualidade/preço em todo o mundo pela ! A Wine Spectator classifica Altano como um dos maiores ""Top Value"" de Portugal e também uma das melhores relações qualidade/preço do mundo";tinto;https://fibo.promokit.com.br/images/empresa/80a1dfb0-0566-11ef-9975-99b0ba2cf1a2.png
VINHO TINTO CORTES DE CIMA SYRAH;209.9;209.9;Coloração granada. Aroma de frutos maduros e notas florais bem integradas, eucalipto e noz moscada. Bom corpo, o paladar é macio, cheio e redondo, rico em fruto e sabores de chocolate e carvalho, bem equilibrado com taninos maduros. Este vinho é bastante intenso, concentrado, rico e encorpado.;tinto;https://fibo.promokit.com.br/images/empresa/542543a0-e328-11ef-b615-abc163f237ab.png
VINHO TINTO AlFACINHA RESERVA;39.9;39.9;Alfacinha nasce para homenagear as tradições populares de Lisboa. Antes de ser um vinho, é uma alcunha que surge em meados do século XIX, na prestigiada obra “Viagens na Minha Terra” de Almeida Garrett, e que hoje é reconhecida em qualquer parte do mundo. Um néctar que durante a prova nos transporta numa viagem dentro de um típico elétrico amarelo, pelas ruas íngremes da capital portuguesa, marcadas pela calçada irregular. Um exemplar com um estilo fácil de beber e agradar, macio no paladar e muito equilibrado!;tinto;https://fibo.promokit.com.br/images/empresa/306bfd90-059e-11ef-93e7-b911602aea30.png
VINHO TINTO ALANDRA;36.9;36.9;Vinho Alandra Tinto 750 ml. Vinho com um perfil fresco e frutado, obtido a partir de uma variedade de lotes de vinhos que permitem assegurar qualidade e consistência permanente. Para produzir esta gama de vinhos jovens e frutados foram selecionados as melhores castas de Portugal, que são loteadas e engarrafadas na Herdade do Esporão. A diversidade da sua origem determina a frescura, o equilíbrio e a versatilidade que caracterizam esta gama. São vinhos que sugerem refeições ligeiras e momentos de convívio.;tinto;https://fibo.promokit.com.br/images/empresa/a4ada5f0-059e-11ef-aa27-fb99db8b5586.png
VINHO TINTO TIAGO CABAÇO VINHAS VELHAS;147.9;147.9;As uvas deste vinho são provenientes de vinhedos com aproximadamente 40 anos de idade. Sua fermentação ocorre com pisa a pé em lagar de temperatura controlada e, antes de ser engarrafado, o vinho passa por um estágio em barricas de carvalho francês, sendo metade novas e metade de segundo uso.;tinto;https://fibo.promokit.com.br/images/empresa/89eedc20-90a9-11ef-b74d-711f14872177.png
VINHO TINTO SEM VERGONHA;249.9;249.9;Vinho Sem Vergonha é um vinho português, da região de Alentejo. É elaborado com as uvas Castelão e estagiou por 12 meses em barricas de carvalho francês. Apresenta aroma intenso de frutas vermelhas, predominando a cereja. Na boca, é um vinho muito equilibrado, com taninos suaves e uma madeira muito bem integrada. Na boca, tinto estruturado, com um final de prova longo e delicioso. Harmonização ideal com aves e assados de carne suína, como lombinho e pernil, além de tortas salgadas e escondidinho.;tinto;https://fibo.promokit.com.br/images/empresa/650b6e20-0646-11ef-9f65-bd83ecd96b7e.png
VINHO TINTO TAPADA DO CHAVES ALENTEJO;1276.9;1276.9;Um dos vinhos mais icônicos e longevos do Alentejo, o Tapada do Chaves Vinhas Velhas é feito a partir de uvas originárias de um vinhedo centenário plantado em 1901 na zona de Portalegre no norte alentejano. A Grand Noir, uma das castas do blend deste rótulo, é irmã da Alicante Bouschet e também possui origem francesa. Hoje praticamente não é mais plantada em seu país de origem, mas encontrou no norte alentejano o terroir ideal para o seu desenvolvimento. Apesar de também ser uma casta tintureira, se diferencia da Alicante Bouschet por ter um suco mais pálido.;tinto;https://fibo.promokit.com.br/images/empresa/b18426c0-0646-11ef-ae3e-8de98e554c2c.png
VINHO TT PATO REBEL PATO BEIRA ATLANTICO;239.9;239.9;"O Rebel é uma revolucionária interpretação da uva Baga, que aparece neste vinho com taninos impressionantemente sedosos. A combinação destes taninos delicados, a ótima acidez que é característica da Baga e deliciosas notas que lembram cerejas maduras, resulta em um vinho de grande aptidão gastronômica, que pode harmonizar até mesmo com pescados. O nome ""Rebel"" é uma referência a esta nova ""personalidade rebelde"" que a uva Baga assumiu neste delicioso vinho.";tinto;https://fibo.promokit.com.br/images/empresa/0e65c510-0647-11ef-9cf9-833a0bfbb311.png
VINHO TINTO BLOG;249.9;249.9;Este vinho de cor vermelha rubi concentrada é uma escolha irresistível para aumentar as vendas. Cativa com alegria e uma sedutora mistura de cerejas, groselhas e ameixas. Sua mineralidade e notas florais adicionam complexidade. Intenso, elegante e refrescante, com um longo final de boca.;tinto;https://fibo.promokit.com.br/images/empresa/4da9f290-0648-11ef-9b77-e59595396da9.png
VINHO TINTO BLOG 17;460.9;460.9;Cor vermelha carnuda muito escura. Tenso e fechado, concentrado e poderoso, floral e frutado, termina com algumas notas terrosas que lhe acrescentam complexidade. Sedoso e aveludado na textura, é um tinto intenso e estruturado, vigoroso mas não agressivo, complexo e elegante, de final fresco e grande potencial de guarda.;tinto;https://fibo.promokit.com.br/images/empresa/83f97370-0648-11ef-9975-99b0ba2cf1a2.png
VINHO TINTO ESCULTOR;399.9;399.9;O belo vinho Escultor, do Monte do Pintor, homenageia o escultor português João Cutileiro. Este vinho de cor granada intensa de aroma complexo e requintado, com notas de ameixa e especiarias. Na boca, impressiona pelos excelentes taninos, maduros e sedosos. Ao mesmo tempo é potente e elegante.;tinto;https://fibo.promokit.com.br/images/empresa/d6369cd0-0648-11ef-8b10-8d6e8a41c36f.png
VINHO TINTO MONTE DO PINTOR;115.9;115.9;Este vinho de cor granada possui um aroma concentrado de compotas de frutas negras e especiarias, num conjunto fresco, equilibrado e de longa e elegante persistência. Na boca, é muito macio, revelando a mesma complexidade e juventude manifestada pelo ligeiro acídulo, resultado também dos bons taninos.;tinto;https://fibo.promokit.com.br/images/empresa/7d6b9400-064f-11ef-aa27-fb99db8b5586.png
VINHO TINTO QUINTAS DO BONS VENTOS SUPERIOR;59.9;59.9;O vinho Ventos Superior apresenta coloração rubi. Mostra aromas de frutas vermelhas frescas como cerejas e framboesas. Em boca é uma explosão de frutas e sabor, com bom corpo e acidez equilibrada.;tinto;https://fibo.promokit.com.br/images/empresa/5a874470-06e0-11ef-a367-cdc92a7cba30.png
VINHO TINTO QUINTA DAS SENTECOSTAS;69.9;69.9;Apresentando o Quinta das Setencostas da renomada Vinícola Casa Santos Lima, um vinho DOC Alenquer. Seu aroma complexo revela frutos silvestres maduros, canela e chocolate. Na boca, frutas cativantes e taninos polidos criam elegância. O final é uma celebração de sabores, com gosto persistente a compotas. Vinificação meticulosa e envelhecimento em carvalho. Com graduação alcoólica de 13,5%, é equilibrado e refinado, perfeito para diversas ocasiões. Uma escolha magnífica para apreciadores de vinhos em busca de uma experiência memorável. Saúde!;tinto;https://fibo.promokit.com.br/images/empresa/16b1a0c0-0707-11ef-aa27-fb99db8b5586.png
VINHO TINTO TERRAS DE XISTO;39.9;39.9;Este vinho de cor rosada possui um aroma fresco e frutado intenso. Na boca apresenta juventude, boa acidez, algum corpo, sendo muito equilibrado e atraente.;tinto;https://fibo.promokit.com.br/images/empresa/8b95dba0-0710-11ef-a651-9170c0586657.png
Vinho tinto confidencial reserva;59.9;59.9;A Casa Santos Lima é uma empresa familiar que se dedica à produção, engarrafamento e comercialização de vinhos portugueses das regiões de Lisboa, Algarve, Alentejo, Douro e Vinhos Verdes. Com um vasto portfólio, este variado leque de opções permite à empresa grande dinamismo no mercado nacional e internacional, que tem permitido um crescimento constante ano após ano. A vinícola é responsável pela produção de cerca de 40% de todo o vinho certificado da Região de Lisboa e é um dos principais exportadores de vinho português. Atualmente, a Casa Santos Lima é o maior produtor de “Vinho Regional Lisboa” e “DOC Alenquer” e nos últimos anos tem sido um dos mais premiados produtores portugueses nas principais competições nacionais e internacionais de vinhos.;tinto;https://fibo.promokit.com.br/images/empresa/81cbf150-0ee9-11ef-a613-15b59c3d33f2.png
VINHO TINTO CARTUXA RESERVA;449.9;449.9;Vinho Cartuxa Reserva 750 ml. Cartuxa Reserva é resultado de uma seleção rigorosa de uvas Alicante Bouschet e Aragonez de vinhas velhas, da Fundação Eugénio de Almeida, um dos maiores nomes dos vinhos do Alentejo. Imponente e, ao mesmo tempo, elegante é um dos mais cultuados vinhos tintos de Portugal. Tem um nariz rico em notas de fruta madura combinadas a nuances tostadas. Na boca é sofisticado e concentrado, com taninos finos, textura aveludada e um final persistente.;tinto;https://fibo.promokit.com.br/images/empresa/6df48f60-3bb8-11ef-879e-d1562b7e6032.png
VINHO BRANCO ATLANTICO;37.9;37.9;Este vinho produzido pela Casa Relvas apresenta cor amarelo palha. A Casa Relvas é uma empresa familiar no agronegócio há cinco gerações. Herdade São Miguel foi adquirida por Alexandre Relvas em 1997, está situada no concelho de Redondo e possui cerca de 350 ha de vinha plantada em solos franco-argilosos, derivados de xisto e possui ainda 97 ha de sobreiros, plantados entre 1998 e 1999. O restante do espaço está dedicado à criação e preservação de espécies autóctones portuguesas em vias de extinção, tais como o ‘burro de Mirandela’ e o ‘garrano do Gerês’, em tempos grandes ‘alfaias agrícolas’, e que hoje estão em extinção devido à mecanização da agricultura. Hoje tem uma produção de 6 milhões de garrafas e o primeiro mercado da Casa Relvas é o Brasil. A consistência de qualidade, os preços justos e as certificações de food defense tornam a Casa Relvas num parceiro preferencial não só para o pequeno retalhista como também para as grandes redes. Além dos vinhos a Casa Relvas tem projeto ambiental, com o desejo de ser cada vez mais sustentável, A Casa Relvas tem hoje cerca de 400 ovelhas;branco;https://fibo.promokit.com.br/images/empresa/d11c4ae0-8b33-11ef-ac60-53707a929a9f.png
VINHO BRANCO PARDALITO DOC - VINHO VERDE;59.9;39.9;"Vinho Verde Pardalito Branco Português DOC 750ml O Vinho Verde Pardalito é produzido na região demarcada dos Vinhos Verdes, em Portugal. A denominação ""Vinho Verde"" refere-se à região de origem, conhecida pelas suas paisagens verdes e úmidas. Este vinho é uma das muitas marcas produzidas na área. Os vinhos verdes são apreciados por serem leves, frescos e ligeiramente efervescentes, com uma acidez refrescante e um teor alcoólico relativamente baixo. São ideais para serem consumidos jovens e harmonizam bem com refeições leves, frutos do mar e pratos condimentados.";branco;https://fibo.promokit.com.br/images/empresa/7eeed9f0-5a54-11ef-a4e1-811323b75f52.png
VINHO ROSE ATLANTICO;49.9;36.9;A Casa Relvas é uma empresa familiar no agronegócio há cinco gerações. Herdade São Miguel foi adquirida por Alexandre Relvas em 1997, está situada no concelho de Redondo e possui cerca de 350 ha de vinha plantada em solos franco-argilosos, derivados de xisto e possui ainda 97 ha de sobreiros, plantados entre 1998 e 1999. O restante do espaço está dedicado à criação e preservação de espécies autóctones portuguesas em vias de extinção, tais como o ‘burro de Mirandela’ e o ‘garrano do Gerês’, em tempos grandes ‘alfaias agrícolas’, e que hoje estão em extinção devido à mecanização da agricultura. Hoje tem uma produção de 6 milhões de garrafas e o primeiro mercado da Casa Relvas é o Brasil. A consistência de qualidade, os preços justos e as certificações de food defense tornam a Casa Relvas num parceiro preferencial não só para o pequeno retalhista como também para as grandes redes. Além dos vinhos a Casa Relvas tem projeto ambiental, com o desejo de ser cada vez mais sustentável, A Casa Relvas tem hoje cerca de 400 ovelhas. As ovelhas Merino. Vinho refrescante, ideal para dias quentes.;rose;https://fibo.promokit.com.br/images/empresa/5e7968f0-8b34-11ef-9c92-9bdf60889a1a.png
